,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Loc_ABS_Statistical_Area_4,Loc_Federal_Electorate,Loc_ABS_Remoteness,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Crash_Speed_Limit,Crash_Date
7501,2001,May,Sunday,0,Single Vehicle,153.3844928,-27.92162608,Gold Coast,Fadden,Major cities,0,1,0,0,1,60 km/h,200105
7502,2001,May,Sunday,3,Single Vehicle,152.95102930000002,-27.82605776,Logan - Beaudesert,Forde,Major cities,0,1,0,0,1,100 - 110 km/h,200105
7503,2001,May,Sunday,18,Single Vehicle,152.368401,-27.01630358,Ipswich,Dickson,Inner regional,0,1,0,0,1,100 - 110 km/h,200105
7504,2001,May,Sunday,10,Multi-Vehicle,152.3198856,-27.549951500000002,Toowoomba,Blair,Inner regional,0,0,1,0,1,100 - 110 km/h,200105
7505,2001,May,Sunday,17,Multi-Vehicle,152.9599475,-26.95580921,Sunshine Coast,Fisher,Inner regional,0,2,0,0,2,100 - 110 km/h,200105
7506,2001,May,Sunday,7,Single Vehicle,152.0037283,-25.48838297,Wide Bay,Hinkler,Outer regional,0,0,0,0,0,100 - 110 km/h,200105
7507,2001,May,Sunday,0,Single Vehicle,152.7255961,-26.05548194,Wide Bay,Wide Bay,Inner regional,1,4,0,0,5,100 - 110 km/h,200105
7508,2001,May,Sunday,11,Single Vehicle,150.96662949999998,-24.66464038,Wide Bay,Flynn,Outer regional,0,1,0,0,1,100 - 110 km/h,200105
7509,2001,May,Sunday,0,Single Vehicle,151.96934919999998,-27.57698782,Toowoomba,Groom,Inner regional,0,0,0,0,0,60 km/h,200105
7510,2001,May,Sunday,15,Single Vehicle,151.92107769999998,-28.67581419,Darling Downs - Maranoa,Maranoa,Outer regional,0,0,0,0,0,80 - 90 km/h,200105
7511,2001,May,Sunday,10,Multi-Vehicle,152.09062450000002,-27.77347822,Darling Downs - Maranoa,Groom,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7512,2001,May,Sunday,10,Multi-Vehicle,150.5225416,-23.34730814,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,60 km/h,200105
7513,2001,May,Sunday,0,Single Vehicle,150.5105391,-23.3309094,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,60 km/h,200105
7514,2001,May,Sunday,17,Single Vehicle,142.0789677,-25.52459405,Queensland - Outback,Maranoa,Very remote,1,0,0,0,1,100 - 110 km/h,200105
7515,2001,May,Sunday,2,Single Vehicle,146.86858080000002,-19.14161244,Townsville,Herbert,Outer regional,0,0,0,0,0,60 km/h,200105
7516,2001,May,Sunday,8,Single Vehicle,145.94275149999999,-17.63878121,Cairns,Kennedy,Outer regional,0,0,0,1,1,100 - 110 km/h,200105
7517,2001,May,Sunday,8,Single Vehicle,144.62805769999997,-21.23128937,Queensland - Outback,Kennedy,Very remote,1,2,0,0,3,100 - 110 km/h,200105
7518,2001,May,Sunday,20,Single Vehicle,152.92365669999998,-27.59418753,Ipswich,Oxley,Major cities,0,0,0,0,0,60 km/h,200105
7519,2001,May,Monday,16,Single Vehicle,153.037912,-27.50795839,Brisbane - South,Griffith,Major cities,0,0,0,0,0,60 km/h,200105
7520,2001,May,Monday,17,Multi-Vehicle,153.1076605,-27.50702004,Brisbane - South,Bonner,Major cities,0,0,0,2,2,60 km/h,200105
7521,2001,May,Monday,9,Multi-Vehicle,153.124667,-27.50699977,Brisbane - South,Bonner,Major cities,0,0,0,2,2,100 - 110 km/h,200105
7522,2001,May,Monday,9,Multi-Vehicle,153.0241258,-27.47378337,Brisbane Inner City,Brisbane,Major cities,0,0,1,0,1,70 km/h,200105
7523,2001,May,Monday,13,Multi-Vehicle,153.05510769999998,-27.48834741,Brisbane - South,Griffith,Major cities,0,0,1,0,1,60 km/h,200105
7524,2001,May,Monday,5,Single Vehicle,152.9982665,-27.50311045,Brisbane - West,Ryan,Major cities,0,0,0,1,1,60 km/h,200105
7525,2001,May,Monday,13,Multi-Vehicle,152.97623169999997,-27.4947027,Brisbane - West,Ryan,Major cities,0,0,1,0,1,60 km/h,200105
7526,2001,May,Monday,13,Multi-Vehicle,153.072878,-27.47089065,Brisbane Inner City,Griffith,Major cities,0,0,1,0,1,60 km/h,200105
7527,2001,May,Monday,9,Single Vehicle,153.0170284,-27.41045072,Brisbane - North,Lilley,Major cities,0,0,1,0,1,60 km/h,200105
7528,2001,May,Monday,10,Multi-Vehicle,153.06612180000002,-27.56104512,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200105
7529,2001,May,Monday,10,Single Vehicle,153.1048801,-27.583436199999998,Brisbane - South,Bonner,Major cities,0,0,1,0,1,100 - 110 km/h,200105
7530,2001,May,Monday,17,Multi-Vehicle,153.1094706,-27.59074349,Brisbane - South,Bonner,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7531,2001,May,Monday,17,Multi-Vehicle,153.02772209999998,-27.49836649,Brisbane - South,Griffith,Major cities,0,0,0,1,1,60 km/h,200105
7532,2001,May,Monday,11,Multi-Vehicle,153.04108100000002,-27.50192437,Brisbane - South,Griffith,Major cities,0,1,0,0,1,60 km/h,200105
7533,2001,May,Monday,12,Multi-Vehicle,153.1704874,-27.44493098,Brisbane - East,Bonner,Major cities,0,0,0,0,0,60 km/h,200105
7534,2001,May,Monday,7,Multi-Vehicle,153.0232719,-27.37357681,Brisbane - North,Petrie,Major cities,0,0,0,0,0,70 km/h,200105
7535,2001,May,Monday,16,Single Vehicle,152.95485390000002,-27.33742151,Moreton Bay - South,Dickson,Major cities,0,0,0,0,0,0 - 50 km/h,200105
7536,2001,May,Monday,10,Multi-Vehicle,152.98326200000002,-27.38352649,Moreton Bay - South,Petrie,Major cities,0,0,1,0,1,60 km/h,200105
7537,2001,May,Monday,10,Single Vehicle,152.9832943,-27.38366558,Moreton Bay - South,Petrie,Major cities,0,0,1,0,1,60 km/h,200105
7538,2001,May,Monday,15,Multi-Vehicle,153.031621,-27.68454452,Logan - Beaudesert,Rankin,Major cities,0,0,0,0,0,70 km/h,200105
7539,2001,May,Monday,16,Multi-Vehicle,153.13948269999997,-27.49643037,Brisbane - East,Bonner,Major cities,0,0,1,0,1,60 km/h,200105
7540,2001,May,Monday,9,Multi-Vehicle,153.0644365,-27.42200996,Brisbane Inner City,Lilley,Major cities,0,1,0,0,1,0 - 50 km/h,200105
7541,2001,May,Monday,13,Multi-Vehicle,153.0320405,-27.43212517,Brisbane Inner City,Brisbane,Major cities,0,0,0,0,0,60 km/h,200105
7542,2001,May,Monday,17,Multi-Vehicle,153.4146806,-28.04039121,Gold Coast,Moncrieff,Major cities,0,0,0,1,1,0 - 50 km/h,200105
7543,2001,May,Monday,8,Multi-Vehicle,153.1132968,-26.77827806,Sunshine Coast,Fisher,Major cities,0,0,1,0,1,0 - 50 km/h,200105
7544,2001,May,Monday,12,Single Vehicle,153.0705296,-26.62493714,Sunshine Coast,Fairfax,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7545,2001,May,Monday,13,Multi-Vehicle,153.4127343,-27.97101229,Gold Coast,Moncrieff,Major cities,0,1,0,0,1,0 - 50 km/h,200105
7546,2001,May,Monday,19,Single Vehicle,153.41067759999999,-27.972569,Gold Coast,Moncrieff,Major cities,0,1,0,0,1,60 km/h,200105
7547,2001,May,Monday,13,Multi-Vehicle,153.4079969,-27.94156407,Gold Coast,Fadden,Major cities,0,0,0,1,1,60 km/h,200105
7548,2001,May,Monday,12,Single Vehicle,153.3772719,-27.96468837,Gold Coast,Moncrieff,Major cities,0,0,0,1,1,100 - 110 km/h,200105
7549,2001,May,Monday,4,Single Vehicle,153.42897119999998,-27.97960573,Gold Coast,Moncrieff,Major cities,0,0,0,0,0,60 km/h,200105
7550,2001,May,Monday,19,Single Vehicle,153.19644590000001,-27.91403776,Gold Coast,Forde,Major cities,0,1,0,0,1,60 km/h,200105
7551,2001,May,Monday,8,Multi-Vehicle,153.4558501,-28.13291005,Gold Coast,Mcpherson,Major cities,0,0,1,0,1,0 - 50 km/h,200105
7552,2001,May,Monday,9,Multi-Vehicle,153.4695925,-28.13357324,Gold Coast,Mcpherson,Major cities,0,0,0,0,0,60 km/h,200105
7553,2001,May,Monday,7,Single Vehicle,152.45908830000002,-24.84848468,Wide Bay,Hinkler,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7554,2001,May,Monday,12,Multi-Vehicle,152.3479259,-24.87997086,Wide Bay,Hinkler,Inner regional,0,0,0,1,1,60 km/h,200105
7555,2001,May,Monday,22,Hit pedestrian,152.74063859999998,-25.46382187,Wide Bay,Hinkler,Inner regional,0,0,0,1,1,100 - 110 km/h,200105
7556,2001,May,Monday,12,Single Vehicle,151.2540951,-26.77978708,Darling Downs - Maranoa,Maranoa,Outer regional,0,0,0,1,1,100 - 110 km/h,200105
7557,2001,May,Monday,8,Single Vehicle,150.55977,-24.4237867,Fitzroy,Flynn,Outer regional,0,0,1,0,1,100 - 110 km/h,200105
7558,2001,May,Monday,19,Multi-Vehicle,150.51576599999999,-23.35360857,Fitzroy,Capricornia,Inner regional,0,0,1,0,1,60 km/h,200105
7559,2001,May,Monday,16,Multi-Vehicle,150.513533,-23.35388158,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,60 km/h,200105
7560,2001,May,Monday,16,Multi-Vehicle,150.51260390000002,-23.38383551,Fitzroy,Capricornia,Inner regional,0,0,0,1,1,60 km/h,200105
7561,2001,May,Monday,16,Multi-Vehicle,150.50771709999998,-23.37922554,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,60 km/h,200105
7562,2001,May,Monday,5,Other,150.6188509,-23.09898727,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7563,2001,May,Monday,10,Multi-Vehicle,149.2165233,-21.42066188,Mackay,Capricornia,Outer regional,0,1,0,0,1,60 km/h,200105
7564,2001,May,Monday,14,Multi-Vehicle,148.0250639,-20.14577447,Mackay,Dawson,Outer regional,0,1,1,0,2,100 - 110 km/h,200105
7565,2001,May,Monday,6,Multi-Vehicle,146.2451121,-20.11164364,Townsville,Kennedy,Outer regional,0,0,0,0,0,100 - 110 km/h,200105
7566,2001,May,Monday,15,Multi-Vehicle,146.78254719999998,-19.2681723,Townsville,Herbert,Outer regional,0,0,0,0,0,60 km/h,200105
7567,2001,May,Monday,15,Multi-Vehicle,152.98229469999998,-27.57638596,Ipswich,Oxley,Major cities,0,0,1,0,1,70 km/h,200105
7568,2001,May,Tuesday,12,Single Vehicle,153.028573,-27.51350341,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200105
7569,2001,May,Tuesday,10,Multi-Vehicle,153.0264873,-27.46119812,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,60 km/h,200105
7570,2001,May,Tuesday,7,Multi-Vehicle,153.0381979,-27.45527411,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,60 km/h,200105
7571,2001,May,Tuesday,12,Multi-Vehicle,153.0323722,-27.45870641,Brisbane Inner City,Brisbane,Major cities,0,1,0,0,1,60 km/h,200105
7572,2001,May,Tuesday,21,Multi-Vehicle,153.03244519999998,-27.45861688,Brisbane Inner City,Brisbane,Major cities,0,0,0,0,0,60 km/h,200105
7573,2001,May,Tuesday,8,Multi-Vehicle,153.0557166,-27.52563737,Brisbane - South,Griffith,Major cities,0,0,1,0,1,100 - 110 km/h,200105
7574,2001,May,Tuesday,19,Multi-Vehicle,152.9999678,-27.49439653,Brisbane - West,Ryan,Major cities,0,0,0,1,1,60 km/h,200105
7575,2001,May,Tuesday,14,Multi-Vehicle,153.0168826,-27.41041882,Brisbane - North,Brisbane,Major cities,0,1,0,0,1,60 km/h,200105
7576,2001,May,Tuesday,23,Single Vehicle,153.0498049,-27.55230246,Brisbane - South,Moreton,Major cities,0,2,0,0,2,0 - 50 km/h,200105
7577,2001,May,Tuesday,17,Multi-Vehicle,153.0450129,-27.57435341,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200105
7578,2001,May,Tuesday,19,Multi-Vehicle,153.0792742,-27.56053004,Brisbane - South,Bonner,Major cities,0,1,0,0,1,60 km/h,200105
7579,2001,May,Tuesday,7,Multi-Vehicle,153.1329691,-27.54733452,Brisbane - South,Bonner,Major cities,0,0,0,0,0,80 - 90 km/h,200105
7580,2001,May,Tuesday,10,Multi-Vehicle,153.02001909999998,-27.48012968,Brisbane Inner City,Griffith,Major cities,0,0,0,0,0,60 km/h,200105
7581,2001,May,Tuesday,21,Multi-Vehicle,153.03119569999998,-27.4836757,Brisbane Inner City,Griffith,Major cities,0,0,0,1,1,60 km/h,200105
7582,2001,May,Tuesday,14,Multi-Vehicle,153.17603559999998,-27.45575563,Brisbane - East,Bonner,Major cities,0,0,0,1,1,0 - 50 km/h,200105
7583,2001,May,Tuesday,10,Multi-Vehicle,153.0218801,-27.38431259,Brisbane - North,Petrie,Major cities,0,0,1,0,1,60 km/h,200105
7584,2001,May,Tuesday,8,Multi-Vehicle,153.1818624,-27.71328555,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,60 km/h,200105
7585,2001,May,Tuesday,14,Single Vehicle,152.9774917,-27.12743923,Moreton Bay - North,Longman,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7586,2001,May,Tuesday,17,Multi-Vehicle,153.28126840000002,-27.58349404,Brisbane - East,Bowman,Major cities,0,0,1,0,1,60 km/h,200105
7587,2001,May,Tuesday,16,Single Vehicle,152.9824696,-27.29552534,Moreton Bay - South,Dickson,Major cities,0,0,0,0,0,0 - 50 km/h,200105
7588,2001,May,Tuesday,10,Single Vehicle,153.1354446,-27.63521342,Logan - Beaudesert,Rankin,Major cities,0,0,1,0,1,60 km/h,200105
7589,2001,May,Tuesday,9,Multi-Vehicle,153.1345247,-27.63476045,Logan - Beaudesert,Rankin,Major cities,0,1,0,0,1,100 - 110 km/h,200105
7590,2001,May,Tuesday,7,Hit pedestrian,153.1084416,-27.63507192,Logan - Beaudesert,Rankin,Major cities,0,1,0,0,1,60 km/h,200105
7591,2001,May,Tuesday,9,Multi-Vehicle,153.13873859999998,-27.63914578,Logan - Beaudesert,Rankin,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7592,2001,May,Tuesday,5,Single Vehicle,152.9849685,-27.20328457,Moreton Bay - North,Longman,Major cities,0,1,0,0,1,80 - 90 km/h,200105
7593,2001,May,Tuesday,15,Multi-Vehicle,152.73988,-27.58871941,Ipswich,Blair,Major cities,0,0,0,1,1,60 km/h,200105
7594,2001,May,Tuesday,7,Multi-Vehicle,153.04449,-27.38773592,Brisbane - North,Lilley,Major cities,0,0,0,0,0,60 km/h,200105
7595,2001,May,Tuesday,15,Multi-Vehicle,153.0496875,-27.42736527,Brisbane Inner City,Lilley,Major cities,0,0,4,0,4,60 km/h,200105
7596,2001,May,Tuesday,7,Multi-Vehicle,153.0971486,-27.43826473,Brisbane - North,Lilley,Major cities,0,0,0,0,0,80 - 90 km/h,200105
7597,2001,May,Tuesday,13,Single Vehicle,153.07952769999997,-27.42684962,Brisbane - North,Lilley,Major cities,0,0,0,1,1,80 - 90 km/h,200105
7598,2001,May,Tuesday,13,Multi-Vehicle,152.9398543,-27.40495692,Brisbane - West,Brisbane,Major cities,0,0,0,2,2,60 km/h,200105
7599,2001,May,Tuesday,16,Multi-Vehicle,153.1163442,-26.80020412,Sunshine Coast,Fisher,Major cities,0,0,1,0,1,60 km/h,200105
7600,2001,May,Tuesday,8,Multi-Vehicle,153.3419846,-27.98436094,Gold Coast,Fadden,Major cities,0,0,0,0,0,60 km/h,200105
7601,2001,May,Tuesday,7,Multi-Vehicle,153.300618,-28.00039371,Gold Coast,Fadden,Major cities,0,0,0,0,0,80 - 90 km/h,200105
7602,2001,May,Tuesday,11,Single Vehicle,152.9903182,-26.35828581,Sunshine Coast,Wide Bay,Inner regional,0,2,2,0,4,0 - 50 km/h,200105
7604,2001,May,Tuesday,15,Multi-Vehicle,153.41201940000002,-27.96033475,Gold Coast,Moncrieff,Major cities,0,1,0,0,1,60 km/h,200105
7605,2001,May,Tuesday,10,Multi-Vehicle,153.43248069999999,-28.018760999999998,Gold Coast,Moncrieff,Major cities,0,0,0,1,1,0 - 50 km/h,200105
7606,2001,May,Tuesday,13,Single Vehicle,153.1099066,-27.83876045,Logan - Beaudesert,Forde,Inner regional,0,1,0,0,1,70 km/h,200105
7607,2001,May,Tuesday,8,Hit pedestrian,152.2752397,-27.56134296,Toowoomba,Blair,Inner regional,1,0,0,0,1,60 km/h,200105
7608,2001,May,Tuesday,15,Single Vehicle,152.2970647,-27.55930895,Toowoomba,Blair,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7609,2001,May,Tuesday,19,Single Vehicle,153.4280771,-28.15217796,Gold Coast,Mcpherson,Major cities,0,1,0,0,1,70 km/h,200105
7610,2001,May,Tuesday,6,Single Vehicle,153.3786836,-28.08358451,Gold Coast,Mcpherson,Major cities,0,0,1,0,1,100 - 110 km/h,200105
7611,2001,May,Tuesday,17,Multi-Vehicle,153.0775295,-26.78118088,Sunshine Coast,Fisher,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7612,2001,May,Tuesday,16,Multi-Vehicle,152.3477215,-24.87009969,Wide Bay,Hinkler,Inner regional,0,1,0,0,1,60 km/h,200105
7613,2001,May,Tuesday,10,Multi-Vehicle,152.7057075,-25.5299906,Wide Bay,Wide Bay,Inner regional,0,2,0,0,2,60 km/h,200105
7614,2001,May,Tuesday,9,Single Vehicle,151.9716554,-26.2058255,Wide Bay,Wide Bay,Outer regional,0,0,1,0,1,100 - 110 km/h,200105
7615,2001,May,Tuesday,15,Multi-Vehicle,151.9444552,-27.553879300000002,Toowoomba,Groom,Inner regional,0,1,2,0,3,60 km/h,200105
7616,2001,May,Tuesday,12,Multi-Vehicle,151.9739648,-27.57557133,Toowoomba,Groom,Inner regional,0,0,0,1,1,60 km/h,200105
7617,2001,May,Tuesday,18,Single Vehicle,150.5262046,-24.38655301,Fitzroy,Flynn,Outer regional,0,0,0,0,0,80 - 90 km/h,200105
7618,2001,May,Tuesday,17,Multi-Vehicle,150.504495,-23.33803229,Fitzroy,Capricornia,Inner regional,0,0,2,0,2,80 - 90 km/h,200105
7619,2001,May,Tuesday,14,Multi-Vehicle,150.5136628,-23.38308243,Fitzroy,Capricornia,Inner regional,0,0,1,0,1,60 km/h,200105
7620,2001,May,Tuesday,9,Multi-Vehicle,150.5065687,-23.37997936,Fitzroy,Capricornia,Inner regional,0,0,0,1,1,60 km/h,200105
7621,2001,May,Tuesday,15,Multi-Vehicle,149.1328695,-21.11547755,Mackay,Dawson,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7622,2001,May,Tuesday,9,Multi-Vehicle,149.1849631,-21.15163617,Mackay,Dawson,Inner regional,0,0,0,0,0,60 km/h,200105
7623,2001,May,Tuesday,11,Single Vehicle,148.5832534,-20.40199083,Mackay,Dawson,Outer regional,0,0,0,0,0,0 - 50 km/h,200105
7624,2001,May,Tuesday,17,Single Vehicle,149.2194795,-21.31799912,Mackay,Capricornia,Outer regional,0,0,1,0,1,100 - 110 km/h,200105
7625,2001,May,Tuesday,8,Hit pedestrian,146.25730190000002,-20.07508711,Townsville,Kennedy,Outer regional,0,1,0,0,1,60 km/h,200105
7626,2001,May,Tuesday,17,Multi-Vehicle,146.7305233,-19.37072129,Townsville,Herbert,Outer regional,0,0,4,0,4,70 km/h,200105
7627,2001,May,Tuesday,10,Multi-Vehicle,145.7572756,-16.905112600000002,Cairns,Leichhardt,Outer regional,0,0,0,1,1,60 km/h,200105
7628,2001,May,Tuesday,13,Multi-Vehicle,145.6927679,-16.82083517,Cairns,Leichhardt,Outer regional,0,0,1,0,1,60 km/h,200105
7629,2001,May,Tuesday,11,Single Vehicle,153.1703108,-27.65529419,Logan - Beaudesert,Rankin,Major cities,0,1,0,0,1,60 km/h,200105
7630,2001,May,Tuesday,6,Hit pedestrian,152.91987759999998,-27.55316579,Brisbane - West,Ryan,Major cities,0,0,0,1,1,0 - 50 km/h,200105
7631,2001,May,Tuesday,16,Single Vehicle,152.9177662,-27.58321383,Ipswich,Oxley,Major cities,0,0,0,2,2,70 km/h,200105
7632,2001,May,Wednesday,19,Multi-Vehicle,153.0402017,-27.52601967,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200105
7633,2001,May,Wednesday,7,Multi-Vehicle,153.0015444,-27.46100891,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,0 - 50 km/h,200105
7634,2001,May,Wednesday,20,Single Vehicle,153.03939599999998,-27.50453848,Brisbane - South,Griffith,Major cities,0,0,0,0,0,100 - 110 km/h,200105
7635,2001,May,Wednesday,17,Multi-Vehicle,153.0398876,-27.46224974,Brisbane Inner City,Brisbane,Major cities,0,0,1,0,1,60 km/h,200105
7636,2001,May,Wednesday,15,Hit pedestrian,152.9907096,-27.48396127,Brisbane Inner City,Ryan,Major cities,0,0,1,0,1,60 km/h,200105
7637,2001,May,Wednesday,16,Single Vehicle,153.0510055,-27.32318798,Brisbane - North,Petrie,Major cities,0,0,0,0,0,80 - 90 km/h,200105
7638,2001,May,Wednesday,15,Multi-Vehicle,153.0774021,-27.5610505,Brisbane - South,Bonner,Major cities,0,1,0,0,1,60 km/h,200105
7639,2001,May,Wednesday,12,Multi-Vehicle,153.0345284,-27.493774300000002,Brisbane - South,Griffith,Major cities,0,0,0,0,0,60 km/h,200105
7640,2001,May,Wednesday,10,Multi-Vehicle,153.1394177,-27.49641489,Brisbane - East,Bonner,Major cities,0,0,1,0,1,60 km/h,200105
7641,2001,May,Wednesday,14,Multi-Vehicle,153.0216229,-27.38443345,Brisbane - North,Petrie,Major cities,0,0,0,1,1,60 km/h,200105
7642,2001,May,Wednesday,18,Multi-Vehicle,152.9852105,-27.38606003,Brisbane - North,Petrie,Major cities,0,0,1,0,1,60 km/h,200105
7643,2001,May,Wednesday,16,Multi-Vehicle,153.1424959,-27.69450748,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,70 km/h,200105
7644,2001,May,Wednesday,10,Single Vehicle,153.03874960000002,-27.22324109,Moreton Bay - South,Petrie,Major cities,0,0,1,0,1,80 - 90 km/h,200105
7645,2001,May,Wednesday,18,Multi-Vehicle,153.140398,-27.58982685,Brisbane - South,Bonner,Major cities,0,0,1,0,1,60 km/h,200105
7646,2001,May,Wednesday,9,Multi-Vehicle,153.1321931,-27.64046153,Logan - Beaudesert,Rankin,Major cities,0,0,0,0,0,60 km/h,200105
7647,2001,May,Wednesday,17,Multi-Vehicle,153.0328146,-27.65951205,Brisbane - South,Oxley,Major cities,0,0,1,0,1,60 km/h,200105
7648,2001,May,Wednesday,16,Multi-Vehicle,153.0626379,-27.66379303,Logan - Beaudesert,Rankin,Major cities,0,1,0,0,1,70 km/h,200105
7649,2001,May,Wednesday,18,Multi-Vehicle,153.06252890000002,-27.66379696,Logan - Beaudesert,Rankin,Major cities,0,0,1,0,1,70 km/h,200105
7650,2001,May,Wednesday,8,Multi-Vehicle,153.22907780000003,-27.49219091,Brisbane - East,Bowman,Major cities,0,0,0,0,0,0 - 50 km/h,200105
7651,2001,May,Wednesday,17,Multi-Vehicle,153.2155655,-27.56840428,Brisbane - East,Bowman,Major cities,0,0,0,0,0,60 km/h,200105
7652,2001,May,Wednesday,20,Multi-Vehicle,152.976946,-27.15691557,Moreton Bay - North,Longman,Major cities,0,0,0,0,0,60 km/h,200105
7653,2001,May,Wednesday,8,Multi-Vehicle,152.7996646,-27.61238245,Ipswich,Blair,Major cities,0,0,0,1,1,60 km/h,200105
7654,2001,May,Wednesday,11,Multi-Vehicle,152.7888436,-27.61430356,Ipswich,Blair,Major cities,0,0,0,0,0,60 km/h,200105
7655,2001,May,Wednesday,18,Multi-Vehicle,153.05138440000002,-27.41512984,Brisbane Inner City,Lilley,Major cities,0,0,0,2,2,60 km/h,200105
7656,2001,May,Wednesday,7,Multi-Vehicle,153.0763905,-27.411731699999997,Brisbane Inner City,Lilley,Major cities,0,0,1,0,1,60 km/h,200105
7657,2001,May,Wednesday,20,Multi-Vehicle,153.0073195,-27.43841613,Brisbane Inner City,Brisbane,Major cities,0,0,1,0,1,60 km/h,200105
7658,2001,May,Wednesday,16,Multi-Vehicle,153.0011922,-27.42564754,Brisbane Inner City,Brisbane,Major cities,0,0,1,0,1,60 km/h,200105
7659,2001,May,Wednesday,11,Multi-Vehicle,152.8500622,-27.59715032,Ipswich,Blair,Major cities,0,0,1,0,1,60 km/h,200105
7660,2001,May,Wednesday,19,Hit pedestrian,152.90516200000002,-27.60946103,Ipswich,Oxley,Major cities,1,0,0,0,1,100 - 110 km/h,200105
7661,2001,May,Wednesday,17,Single Vehicle,153.4170866,-28.06617203,Gold Coast,Mcpherson,Major cities,0,0,1,0,1,60 km/h,200105
7662,2001,May,Wednesday,8,Multi-Vehicle,153.07252549999998,-26.53511264,Sunshine Coast,Fairfax,Inner regional,0,0,0,0,0,60 km/h,200105
7663,2001,May,Wednesday,19,Multi-Vehicle,153.36281090000003,-27.87689018,Gold Coast,Fadden,Major cities,0,0,0,1,1,60 km/h,200105
7664,2001,May,Wednesday,4,Single Vehicle,152.28662250000002,-26.89422664,Moreton Bay - North,Dickson,Outer regional,0,0,2,0,2,60 km/h,200105
7665,2001,May,Wednesday,16,Multi-Vehicle,152.95972450000002,-26.62908611,Sunshine Coast,Fairfax,Major cities,0,0,1,0,1,60 km/h,200105
7666,2001,May,Wednesday,20,Multi-Vehicle,153.34867130000003,-28.01573163,Gold Coast,Moncrieff,Major cities,0,0,4,0,4,60 km/h,200105
7667,2001,May,Wednesday,14,Multi-Vehicle,153.4086805,-27.95763162,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,60 km/h,200105
7668,2001,May,Wednesday,8,Multi-Vehicle,152.9810914,-27.78982817,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,80 - 90 km/h,200105
7669,2001,May,Wednesday,22,Other,152.61114730000003,-27.62372105,Ipswich,Blair,Inner regional,0,0,1,0,1,100 - 110 km/h,200105
7670,2001,May,Wednesday,6,Single Vehicle,152.211267,-27.63584069,Toowoomba,Blair,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7671,2001,May,Wednesday,8,Multi-Vehicle,153.4607503,-28.14143387,Gold Coast,Mcpherson,Major cities,0,0,0,1,1,60 km/h,200105
7672,2001,May,Wednesday,5,Hit pedestrian,153.4493947,-28.08902613,Gold Coast,Mcpherson,Major cities,0,1,0,0,1,60 km/h,200105
7673,2001,May,Wednesday,23,Multi-Vehicle,152.4638888,-27.56682448,Ipswich,Blair,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7674,2001,May,Wednesday,2,Single Vehicle,153.005765,-26.88673059,Sunshine Coast,Fisher,Inner regional,0,0,0,0,0,100 - 110 km/h,200105
7675,2001,May,Wednesday,9,Multi-Vehicle,152.3507705,-24.87175002,Wide Bay,Hinkler,Inner regional,0,0,1,0,1,60 km/h,200105
7676,2001,May,Wednesday,21,Single Vehicle,152.3399424,-24.86055428,Wide Bay,Hinkler,Inner regional,0,1,0,0,1,60 km/h,200105
7677,2001,May,Wednesday,8,Multi-Vehicle,152.35702,-24.86895363,Wide Bay,Hinkler,Inner regional,0,1,0,0,1,60 km/h,200105
7678,2001,May,Wednesday,16,Other,151.66477350000002,-25.06115441,Wide Bay,Flynn,Outer regional,0,0,0,0,0,100 - 110 km/h,200105
7679,2001,May,Wednesday,15,Other,152.13549719999997,-26.34063691,Wide Bay,Wide Bay,Outer regional,0,0,0,0,0,100 - 110 km/h,200105
